ds_name,target,metric,value,model
ElectricityLoadDiagrams20112014,MT_222,RMSSE,0.728274768940522,Chronos[bolt_small]
ElectricityLoadDiagrams20112014,MT_222,MAPE,121143864260.7068,Chronos[bolt_small]
ElectricityLoadDiagrams20112014,MT_222,SMAPE,0.9540159478832424,Chronos[bolt_small]
ElectricityLoadDiagrams20112014,MT_350,SQL,0.6309442994936799,Chronos[bolt_small]
ElectricityLoadDiagrams20112014,MT_350,WQL,0.4052825308493113,Chronos[bolt_small]
ElectricityLoadDiagrams20112014,MT_350,MAE,85128391628401.31,Chronos[bolt_small]
ElectricityLoadDiagrams20112014,MT_350,MASE,0.7239644792153882,Chronos[bolt_small]
ElectricityLoadDiagrams20112014,MT_350,WAPE,0.4682869342714343,Chronos[bolt_small]
ElectricityLoadDiagrams20112014,MT_350,MSE,3.964064850700665e+28,Chronos[bolt_small]
ElectricityLoadDiagrams20112014,MT_350,RMSE,199099594442094.88,Chronos[bolt_small]
ElectricityLoadDiagrams20112014,MT_350,RMSLE,0.7092758505854714,Chronos[bolt_small]
ElectricityLoadDiagrams20112014,MT_350,RMSSE,0.8258043281657453,Chronos[bolt_small]
ElectricityLoadDiagrams20112014,MT_350,MAPE,1.2946032075315417,Chronos[bolt_small]
ElectricityLoadDiagrams20112014,MT_350,SMAPE,0.7796705781593403,Chronos[bolt_small]
ISTANBUL_STOCK_EXCHANGE,DAX,SQL,0.4648077305638095,Theta
ISTANBUL_STOCK_EXCHANGE,DAX,WQL,0.7984235299545889,Theta
ISTANBUL_STOCK_EXCHANGE,DAX,MAE,0.008819854940015,Theta
ISTANBUL_STOCK_EXCHANGE,DAX,MASE,0.5359845352672579,Theta
ISTANBUL_STOCK_EXCHANGE,DAX,WAPE,0.9507961569216864,Theta
ISTANBUL_STOCK_EXCHANGE,DAX,MSE,0.0001627245137971,Theta
ISTANBUL_STOCK_EXCHANGE,DAX,RMSE,0.0127563519000198,Theta
ISTANBUL_STOCK_EXCHANGE,DAX,RMSLE,0.0123227513939189,Theta
ISTANBUL_STOCK_EXCHANGE,DAX,RMSSE,0.5729219898185791,Theta
ISTANBUL_STOCK_EXCHANGE,DAX,MAPE,0.948670201800092,Theta
ISTANBUL_STOCK_EXCHANGE,DAX,SMAPE,1.2791784702878513,Theta
ISTANBUL_STOCK_EXCHANGE,NIKKEI,SQL,0.5187558753751541,ETS
ISTANBUL_STOCK_EXCHANGE,NIKKEI,WQL,0.8172548933569114,ETS
ISTANBUL_STOCK_EXCHANGE,NIKKEI,MAE,0.0103036708324624,ETS
ISTANBUL_STOCK_EXCHANGE,NIKKEI,MASE,0.640474576168339,ETS
ISTANBUL_STOCK_EXCHANGE,NIKKEI,WAPE,1.0126852444385115,ETS
ISTANBUL_STOCK_EXCHANGE,NIKKEI,MSE,0.0001842946731637,ETS
ISTANBUL_STOCK_EXCHANGE,NIKKEI,RMSE,0.0135755174179005,ETS
ISTANBUL_STOCK_EXCHANGE,NIKKEI,RMSLE,0.0135782932643927,ETS
ISTANBUL_STOCK_EXCHANGE,NIKKEI,RMSSE,0.6475542867852448,ETS
